pitch_acc,roll_acc,pitch_gyro,roll_gyro,pitch_comp,roll_comp
2.14,-2.07,17.87,21.43,4.40,5.30
-2.63,-2.47,17.84,21.41,4.34,5.25
-1.61,-1.07,17.75,21.43,4.22,5.24
1.57,-2.08,17.65,21.42,4.10,5.20
-0.36,-2.60,17.53,21.41,3.96,5.16
-0.24,-1.85,17.40,21.41,3.81,5.13
0.76,-4.22,17.38,21.40,3.77,5.08
5.12,-2.62,17.36,21.39,3.75,5.03
3.65,-1.89,17.45,21.37,3.83,4.99
5.80,-1.85,17.28,21.37,3.67,4.96
3.66,-0.50,17.23,21.37,3.61,4.94
4.45,-0.82,17.27,21.38,3.65,4.92
0.09,-2.35,17.33,21.36,3.70,4.87
3.75,-1.15,17.35,21.34,3.70,4.83
3.83,-0.96,17.36,21.34,3.71,4.80
3.37,1.91,17.41,21.33,3.75,4.77
3.95,2.57,17.38,21.32,3.72,4.75
2.00,2.80,17.38,21.32,3.71,4.74
5.09,3.89,17.43,21.31,3.75,4.73
1.83,4.40,17.41,21.30,3.72,4.72
-0.71,3.84,17.45,21.29,3.74,4.71
3.62,3.27,17.47,21.30,3.76,4.70
-0.03,2.75,17.51,21.30,3.78,4.70
-0.45,4.27,17.54,21.29,3.79,4.69
2.97,3.75,17.56,21.29,3.80,4.68
-2.98,2.34,17.70,21.28,3.90,4.66
-2.82,1.85,17.75,21.27,3.92,4.63
-1.82,-0.29,17.69,21.27,3.83,4.61
-2.98,-1.04,17.74,21.27,3.85,4.59
-2.44,1.90,17.75,21.27,3.83,4.58
-0.93,0.52,17.74,21.28,3.80,4.57
-0.93,-0.40,17.70,21.28,3.73,4.55
-3.02,-3.45,17.71,21.28,3.71,4.52
-1.50,-3.28,17.66,21.29,3.63,4.50
1.36,-2.69,17.65,21.30,3.61,4.47
2.03,-5.35,17.66,21.28,3.60,4.41
1.64,-3.81,17.67,21.26,3.60,4.36
1.57,-5.63,17.56,21.26,3.48,4.32
2.74,-3.12,17.57,21.24,3.48,4.27
7.46,0.15,17.48,21.25,3.40,4.26
7.76,-2.29,17.34,21.25,3.27,4.23
5.34,-3.73,17.36,21.23,3.29,4.18
2.61,-3.53,17.38,21.20,3.31,4.12
5.61,1.51,17.28,21.20,3.21,4.11
4.86,1.66,17.31,21.18,3.24,4.08
4.20,3.07,17.37,21.18,3.31,4.06
2.53,4.33,17.49,21.16,3.41,4.05
2.46,3.26,17.51,21.15,3.42,4.03
3.75,3.52,17.52,21.15,3.43,4.03
-0.35,3.59,17.61,21.12,3.50,4.00
0.64,4.02,17.62,21.12,3.49,4.00
-1.62,3.47,17.65,21.13,3.50,4.00
0.55,3.54,17.63,21.13,3.46,4.00
-1.68,2.36,17.63,21.13,3.44,3.99
-1.69,2.77,17.68,21.13,3.45,3.98
-3.87,0.26,17.71,21.14,3.45,3.97
-0.48,1.16,17.65,21.14,3.37,3.96
-0.57,-1.08,17.62,21.14,3.33,3.95
-1.23,1.95,17.66,21.13,3.34,3.92
-2.33,1.33,17.64,21.14,3.29,3.92
-2.00,-1.72,17.64,21.14,3.26,3.90
-0.88,-0.56,17.56,21.14,3.17,3.88
-0.55,-3.93,17.51,21.14,3.10,3.85
1.45,-2.51,17.40,21.14,2.97,3.82
1.50,-3.00,17.38,21.13,2.94,3.78
0.92,-3.85,17.36,21.13,2.91,3.75
4.15,-5.74,17.30,21.12,2.84,3.70
5.79,-3.38,17.14,21.12,2.69,3.67
5.49,-4.12,17.06,21.13,2.62,3.65
6.30,-2.11,17.06,21.11,2.63,3.60
6.97,0.37,17.02,21.10,2.60,3.57
4.73,-2.42,16.93,21.08,2.51,3.53
2.64,0.31,17.03,21.06,2.60,3.50
5.05,0.96,17.03,21.04,2.61,3.46
4.70,2.40,17.01,21.02,2.60,3.44
6.14,3.64,16.96,21.01,2.55,3.43
5.31,3.23,16.96,21.02,2.56,3.44
0.13,4.52,17.07,21.00,2.66,3.42
2.97,3.13,17.11,21.01,2.69,3.42
1.96,5.51,17.13,20.99,2.71,3.42
-0.60,2.83,17.18,20.99,2.74,3.41
-0.86,2.18,17.15,21.00,2.69,3.41
-1.31,3.50,17.12,21.00,2.63,3.41
-0.12,6.46,17.19,21.00,2.68,3.42
-1.58,1.20,17.22,21.00,2.69,3.41
-2.12,0.90,17.20,20.99,2.65,3.39
-2.84,-0.26,17.15,21.01,2.57,3.39
-2.86,-0.69,17.18,21.03,2.58,3.40
-1.31,-3.73,17.12,21.05,2.50,3.39
0.90,-1.32,17.02,21.06,2.39,3.38
0.33,-1.96,16.95,21.07,2.30,3.36
-0.51,-3.59,16.94,21.07,2.28,3.34
0.00,-2.33,16.88,21.07,2.20,3.31
-2.92,-4.15,16.86,21.08,2.15,3.29
1.33,-2.93,16.82,21.06,2.11,3.24
-0.03,-3.93,16.75,21.07,2.03,3.22
1.15,-2.93,16.76,21.06,2.02,3.18
3.08,-0.07,16.80,21.02,2.07,3.14
2.95,-3.70,16.76,21.01,2.02,3.10
4.08,-2.89,16.72,21.00,1.98,3.05
4.22,-4.15,16.73,20.97,2.00,3.00
6.10,-0.61,16.62,20.96,1.90,2.97
6.94,-0.11,16.58,20.93,1.87,2.93
4.27,-0.18,16.57,20.90,1.87,2.88
5.78,1.81,16.54,20.91,1.85,2.89
4.91,2.10,16.55,20.91,1.86,2.88
4.45,3.09,16.53,20.89,1.85,2.86
3.06,3.25,16.53,20.88,1.85,2.85
-1.11,4.86,16.66,20.87,1.96,2.85
2.45,3.72,16.66,20.86,1.96,2.84
-0.49,5.26,16.63,20.87,1.92,2.86
1.81,4.09,16.62,20.87,1.90,2.87
0.49,1.64,16.66,20.87,1.93,2.85
-2.29,1.39,16.62,20.88,1.87,2.86
-0.04,3.59,16.68,20.88,1.91,2.86
0.38,1.86,16.71,20.87,1.93,2.84
-0.72,1.97,16.74,20.86,1.95,2.83
-1.23,1.11,16.75,20.86,1.93,2.83
-1.95,-0.99,16.72,20.87,1.89,2.81
-0.98,-1.42,16.72,20.86,1.87,2.79
-1.80,-0.49,16.75,20.85,1.88,2.76
-0.40,-3.01,16.72,20.85,1.84,2.74
-1.54,-1.83,16.72,20.85,1.81,2.72
0.10,-4.16,16.67,20.83,1.76,2.67
2.47,-4.38,16.61,20.83,1.69,2.64
4.15,-4.23,16.53,20.82,1.62,2.60
6.74,-1.36,16.45,20.79,1.56,2.56
1.55,-3.28,16.46,20.80,1.55,2.53
2.62,-4.55,16.36,20.80,1.46,2.51
3.61,-1.36,16.36,20.78,1.46,2.48
3.58,-5.26,16.30,20.79,1.40,2.45
4.68,-2.10,16.28,20.77,1.39,2.41
3.96,-2.08,16.34,20.73,1.46,2.35
6.09,0.83,16.26,20.73,1.39,2.34
2.20,2.60,16.36,20.69,1.49,2.31
3.88,2.64,16.43,20.69,1.56,2.30
4.13,0.39,16.44,20.66,1.57,2.26
1.99,6.48,16.50,20.64,1.63,2.26
4.66,3.35,16.51,20.63,1.65,2.25
2.53,5.55,16.55,20.62,1.69,2.25
1.24,5.21,16.63,20.61,1.76,2.25
0.30,3.09,16.61,20.63,1.73,2.28
4.04,3.50,16.63,20.63,1.75,2.28
1.40,4.77,16.68,20.62,1.79,2.28
-2.46,2.22,16.67,20.62,1.76,2.27
-1.62,2.06,16.70,20.63,1.78,2.29
-0.21,2.95,16.71,20.62,1.77,2.28
-0.69,3.59,16.66,20.63,1.70,2.29
-2.88,0.77,16.66,20.64,1.68,2.29
-1.02,-1.24,16.66,20.62,1.67,2.26
-0.19,-2.96,16.62,20.64,1.61,2.25
-2.21,-0.85,16.68,20.62,1.65,2.22
-1.69,-0.88,16.73,20.62,1.68,2.20
-0.09,-0.72,16.72,20.60,1.66,2.17
2.50,-3.17,16.65,20.62,1.59,2.17
1.47,-2.86,16.57,20.64,1.50,2.16
1.54,-1.96,16.57,20.62,1.49,2.13
-0.01,-1.96,16.43,20.63,1.35,2.13
3.37,-1.82,16.37,20.62,1.29,2.10
1.71,-3.68,16.26,20.62,1.18,2.07
0.41,-4.22,16.19,20.61,1.10,2.03
0.51,-3.74,16.16,20.60,1.06,2.00
2.84,-2.29,16.21,20.59,1.11,1.97
3.40,-1.30,16.22,20.58,1.13,1.95
2.39,0.99,16.24,20.57,1.14,1.93
2.72,-2.01,16.23,20.57,1.14,1.91
4.45,2.85,16.19,20.57,1.11,1.92
6.82,3.05,16.13,20.56,1.07,1.91
2.51,2.63,16.15,20.55,1.09,1.90
0.97,2.23,16.12,20.55,1.05,1.90
1.09,3.09,16.12,20.55,1.04,1.91
-0.83,1.19,16.04,20.57,0.95,1.92
0.75,0.30,15.93,20.86,0.83,2.20
-1.77,0.37,15.53,21.23,0.42,2.56
-3.22,-0.83,14.99,20.73,-0.14,2.05
-2.14,-2.58,14.15,19.67,-0.98,0.97
-1.05,-2.55,12.71,18.29,-2.43,-0.42
-5.36,-1.44,12.29,16.92,-2.86,-1.79
-4.79,-6.86,11.49,15.31,-3.68,-3.42
-2.75,-5.56,10.29,13.73,-4.86,-5.00
-6.58,-8.59,9.25,12.11,-5.92,-6.63
-5.75,-10.89,8.31,10.69,-6.86,-8.06
-5.15,-9.28,7.36,9.67,-7.80,-9.08
-8.38,-10.20,6.94,8.65,-8.23,-10.10
-7.88,-13.30,6.75,7.79,-8.42,-10.97
-9.47,-14.22,6.36,6.79,-8.82,-11.98
-12.03,-13.76,5.54,5.01,-9.65,-13.77
-6.69,-15.06,5.36,3.46,-9.83,-15.32
-8.15,-17.05,4.22,2.43,-10.96,-16.35
-13.92,-20.06,6.17,1.05,-9.04,-17.75
-14.18,-22.14,5.04,-0.16,-10.18,-18.97
-8.74,-19.69,2.98,-1.44,-12.24,-20.25
-13.50,-22.18,2.80,-2.87,-12.43,-21.68
-16.27,-27.18,2.95,-4.11,-12.30,-22.94
-12.77,-26.16,2.73,-5.36,-12.53,-24.20
-18.20,-27.80,2.87,-6.80,-12.41,-25.65
-14.52,-28.83,2.77,-8.44,-12.53,-27.30
-16.41,-30.62,2.66,-10.04,-12.65,-28.91
-15.10,-32.41,2.73,-11.39,-12.60,-30.27
-17.49,-33.80,2.05,-12.68,-13.31,-31.56
-19.66,-35.47,1.36,-14.10,-14.02,-33.00
-15.14,-36.43,0.60,-15.38,-14.79,-34.29
-17.08,-37.57,0.36,-16.51,-15.04,-35.43
-22.56,-42.34,-0.63,-17.67,-16.07,-36.61
-19.82,-40.03,-1.33,-18.93,-16.79,-37.88
-24.50,-42.73,-1.61,-20.28,-17.10,-39.24
-25.25,-46.79,-2.16,-21.57,-17.69,-40.57
-24.72,-45.72,-2.69,-22.83,-18.25,-41.84
-27.90,-46.67,-2.79,-23.87,-18.38,-42.90
-23.38,-48.61,-3.48,-24.76,-19.10,-43.81
-26.25,-47.84,-3.44,-25.20,-19.10,-44.27
-24.52,-47.93,-3.59,-25.17,-19.27,-44.25
-24.20,-48.00,-3.40,-24.93,-19.11,-44.03
-21.48,-46.11,-2.90,-23.99,-18.62,-43.10
-23.23,-43.92,-1.95,-22.50,-17.70,-41.62
-23.62,-42.54,-1.20,-20.44,-16.98,-39.57
-19.56,-40.42,-0.48,-18.12,-16.28,-37.26
-21.31,-38.96,0.83,-15.70,-15.01,-34.87
-19.43,-37.31,1.60,-13.27,-14.26,-32.46
-17.16,-33.76,2.67,-10.75,-13.22,-29.95
-16.16,-31.85,3.21,-8.22,-12.69,-27.45
-16.21,-28.36,3.72,-6.07,-12.20,-25.31
-12.00,-26.87,5.08,-3.50,-10.85,-22.75
-10.09,-24.18,5.72,-0.91,-10.22,-20.18
-10.49,-19.48,6.03,1.97,-9.91,-17.31
-10.41,-14.66,7.06,4.91,-8.89,-14.38
-6.13,-14.75,8.17,7.89,-7.79,-11.41
-10.00,-11.77,7.94,10.82,-8.02,-8.49
-8.36,-7.71,8.70,13.45,-7.28,-5.88
-7.85,-5.12,9.53,15.88,-6.45,-3.45
-7.72,-3.53,9.79,18.50,-6.21,-0.85
-4.68,0.26,10.27,20.96,-5.73,1.61
-6.85,2.53,10.82,23.41,-5.20,4.05
-5.94,5.00,11.26,25.67,-4.76,6.30
-4.70,7.63,10.84,28.08,-5.19,8.71
-6.28,9.59,11.04,30.43,-5.00,11.05
-5.90,12.83,11.04,32.61,-5.01,13.23
-5.56,15.14,11.09,34.80,-4.97,15.41
-7.61,16.11,11.17,37.06,-4.90,17.67
-4.19,19.31,11.25,39.55,-4.82,20.15
-7.42,21.27,11.65,41.81,-4.44,22.40
-7.36,23.42,12.47,43.96,-3.64,24.55
-1.03,27.28,13.19,46.35,-2.92,26.94
1.02,29.04,13.50,48.59,-2.60,29.18
-4.00,31.95,13.95,50.70,-2.16,31.29
-2.97,34.44,14.17,53.11,-1.95,33.70
-0.81,36.56,14.52,55.39,-1.60,35.98
-2.13,39.83,14.98,57.65,-1.15,38.24
-1.58,42.24,15.49,59.72,-0.65,40.32
0.55,43.80,15.59,61.72,-0.55,42.32
1.88,47.47,15.89,63.50,-0.25,44.12
-1.65,48.27,16.35,65.31,0.20,45.94
0.33,50.57,16.79,67.04,0.63,47.68
2.46,52.95,16.90,68.48,0.74,49.13
2.81,53.32,17.19,69.86,1.04,50.52
4.30,54.86,17.62,71.17,1.47,51.84
2.57,58.13,17.73,72.41,1.58,53.10
4.71,58.19,17.71,73.66,1.57,54.36
5.90,58.17,17.95,74.77,1.82,55.48
4.54,59.61,18.12,76.01,1.99,56.73
4.18,62.70,18.36,77.21,2.24,57.95
4.70,63.08,18.81,78.35,2.68,59.11
7.16,64.80,19.22,79.54,3.11,60.31
7.40,65.73,19.54,80.81,3.44,61.60
10.69,66.84,19.79,82.12,3.71,62.92
8.94,69.41,19.93,83.39,3.86,64.21
6.24,69.83,20.15,84.59,4.09,65.43
9.33,72.02,20.38,85.75,4.34,66.61
10.34,73.47,20.71,86.90,4.68,67.78
15.72,74.90,21.00,87.92,5.02,68.82
9.07,76.29,21.22,88.58,5.24,69.51
18.18,78.12,21.47,88.89,5.54,69.85
20.57,79.07,21.92,88.75,6.04,69.75
19.47,78.61,22.26,87.89,6.43,68.93
26.06,77.00,22.63,86.55,6.86,67.61
22.65,73.97,22.97,84.85,7.26,65.95
14.27,72.36,22.94,82.94,7.25,64.07
11.51,69.34,23.08,81.03,7.41,62.19
14.28,67.09,23.65,79.06,8.00,60.24
8.55,62.95,24.27,76.97,8.61,58.18
11.98,62.71,24.70,74.95,9.05,56.18
14.03,60.31,25.27,72.80,9.63,54.05
12.47,57.21,25.54,70.74,9.90,52.01
12.51,54.68,26.32,68.47,10.68,49.76
11.23,51.18,26.42,66.12,10.78,47.42
11.54,50.87,26.88,63.81,11.24,45.14
12.69,48.16,27.87,61.68,12.23,43.03
10.92,44.79,29.05,59.75,13.39,41.11
15.61,44.90,30.18,57.88,14.52,39.26
13.38,40.90,31.32,56.13,15.65,37.52
12.99,39.96,32.47,54.70,16.77,36.10
18.36,40.80,34.09,53.52,18.39,34.94
17.23,35.88,35.35,52.35,19.64,33.78
18.98,36.57,36.73,51.08,21.00,32.53
19.71,34.06,38.00,49.79,22.26,31.25
24.99,34.79,39.11,48.57,23.37,30.04
24.26,33.82,39.85,47.23,24.10,28.72
23.98,31.02,40.62,45.84,24.86,27.35
25.39,30.14,41.68,44.58,25.91,26.10
28.66,29.16,42.81,43.17,27.05,24.70
28.98,27.08,43.60,42.06,27.84,23.61
30.26,25.98,44.37,41.14,28.60,22.70
29.92,24.79,46.05,39.94,30.28,21.51
31.27,23.42,47.40,39.10,31.62,20.69
34.03,23.59,48.52,38.63,32.74,20.22
32.76,22.23,50.48,37.87,34.69,19.48
38.78,23.41,52.47,37.30,36.69,18.92
38.22,22.12,54.34,36.93,38.55,18.56
41.60,23.99,55.87,36.38,40.08,18.03
43.63,21.67,57.39,35.60,41.61,17.27
43.29,21.08,57.84,35.17,42.05,16.86
42.73,20.38,58.38,34.64,42.58,16.34
45.85,20.63,59.40,34.06,43.61,15.78
47.23,20.80,59.83,33.60,44.05,15.34
45.24,18.84,60.64,33.03,44.85,14.79
48.69,18.12,61.29,32.61,45.51,14.38
49.04,18.10,61.52,32.12,45.75,13.90
47.45,16.53,61.74,31.62,45.97,13.42
50.11,18.46,62.07,31.24,46.31,13.05
48.51,15.23,62.75,30.95,46.99,12.77
49.44,16.55,63.10,30.70,47.35,12.54
49.39,16.68,63.05,30.56,47.30,12.42
49.91,15.19,62.90,30.16,47.15,12.02
50.71,13.33,60.38,29.94,44.65,11.81
44.28,14.54,56.23,29.92,40.51,11.80
38.65,13.21,51.53,29.61,35.82,11.49
33.81,12.46,48.05,29.09,32.34,10.98
31.32,9.71,44.44,28.51,28.73,10.40
27.96,11.93,40.12,28.26,24.42,10.15
24.17,9.23,37.20,27.97,21.51,9.86
20.06,9.24,34.61,27.41,18.91,9.29
16.61,9.04,30.87,26.96,15.18,8.85
13.14,8.78,27.29,26.32,11.60,8.21
9.85,7.14,24.44,25.57,8.75,7.46
4.70,6.57,20.60,25.24,4.90,7.12
0.75,4.86,17.37,24.87,1.66,6.74
-0.73,6.06,14.13,24.56,-1.58,6.43
-5.77,4.75,10.93,24.16,-4.79,6.02
-8.65,4.40,8.31,23.70,-7.42,5.56
-9.87,4.63,4.89,23.59,-10.84,5.43
-16.51,3.14,3.11,23.42,-12.64,5.26
-18.27,5.12,0.48,23.77,-15.29,5.61
-19.04,5.78,-2.48,23.88,-18.25,5.71
-22.03,5.47,-4.50,23.64,-20.29,5.47
-25.20,4.14,-6.76,23.40,-22.57,5.22
-27.57,5.00,-9.07,23.18,-24.90,5.01
-29.22,4.72,-11.32,22.94,-27.16,4.76
-32.12,3.54,-13.86,22.63,-29.71,4.45
-35.00,4.02,-16.29,22.28,-32.16,4.10
-37.11,2.96,-18.35,21.96,-34.23,3.77
-40.98,2.35,-22.33,21.79,-38.23,3.60
-44.32,2.46,-25.08,21.46,-41.00,3.26
-46.84,1.21,-26.81,21.27,-42.75,3.06
-45.94,2.60,-28.92,20.89,-44.88,2.68
-51.15,1.74,-32.64,20.89,-48.60,2.67
-54.37,0.52,-34.33,20.91,-50.32,2.68
-55.63,0.29,-35.39,20.85,-51.40,2.61
-58.01,-1.51,-37.81,20.82,-53.84,2.57
-58.29,0.67,-39.42,20.72,-55.47,2.45
-62.72,2.38,-40.77,20.61,-56.84,2.34
-62.07,1.83,-42.49,20.62,-58.59,2.35
-63.78,1.81,-43.80,20.73,-59.92,2.45
-66.11,4.67,-44.88,20.76,-61.02,2.49
-66.91,2.48,-46.18,20.88,-62.34,2.61
-68.23,6.05,-48.04,20.99,-64.23,2.74
-70.17,5.09,-49.17,20.88,-65.38,2.63
-71.18,2.55,-50.77,20.80,-67.01,2.55
-71.42,1.44,-51.29,20.63,-67.54,2.38
-73.58,2.05,-52.75,20.58,-69.03,2.32
-74.29,3.77,-53.65,20.54,-69.95,2.29
-75.53,2.52,-53.66,20.44,-69.99,2.19
-74.94,4.65,-52.71,20.24,-69.07,2.00
-72.91,3.38,-51.43,20.17,-67.82,1.94
-69.92,1.25,-48.60,20.09,-65.01,1.85
-69.43,-2.26,-47.00,20.29,-63.44,2.03
-67.63,-2.29,-44.30,20.32,-60.77,2.04
-63.59,3.83,-42.04,20.24,-58.54,1.96
-60.49,0.58,-39.95,20.11,-56.47,1.83
-58.43,-0.50,-36.30,19.66,-52.85,1.37
-54.62,0.39,-33.74,19.38,-50.31,1.09
-50.16,0.04,-29.53,19.18,-46.12,0.88
-47.46,-2.03,-26.32,19.00,-42.94,0.69
-45.48,-1.69,-24.33,19.06,-40.96,0.74
-41.88,-1.23,-21.65,18.95,-38.31,0.62
-38.65,-1.56,-18.53,18.92,-35.21,0.58
-36.93,-1.32,-16.48,18.99,-33.18,0.64
-33.15,-3.11,-13.16,19.06,-29.88,0.69
-30.81,-0.68,-9.53,18.92,-26.27,0.55
-26.26,-1.79,-6.14,18.73,-22.90,0.35
-23.69,-2.47,-2.48,18.73,-19.26,0.34
-18.39,-1.57,0.79,18.81,-16.01,0.40
-14.64,-0.38,3.23,18.91,-13.57,0.49
-13.58,-1.20,5.72,18.92,-11.11,0.50
-9.50,-1.43,8.05,18.79,-8.78,0.36
-8.02,-1.91,10.69,18.60,-6.15,0.17
-3.82,-1.25,13.84,18.31,-3.01,-0.14
-1.66,-3.78,16.08,18.36,-0.78,-0.10
2.59,-1.37,18.38,18.38,1.52,-0.09
2.52,-1.95,20.46,18.55,3.58,0.08
4.83,-1.54,22.50,18.68,5.62,0.20
8.74,-1.15,24.90,18.87,8.02,0.38
10.19,-1.77,27.29,19.00,10.40,0.49
13.15,-1.47,29.49,19.10,12.60,0.59
16.12,-0.47,32.46,19.05,15.57,0.53
17.55,-2.15,35.60,19.04,18.69,0.51
22.70,-1.68,37.34,19.23,20.44,0.69
23.51,-0.92,39.36,19.49,22.46,0.94
25.85,-0.92,41.34,19.60,24.44,1.04
25.50,-2.78,43.21,19.78,26.30,1.20
30.07,0.38,45.59,20.23,28.68,1.64
34.31,1.23,47.77,20.44,30.86,1.85
35.75,-0.92,49.26,20.67,32.37,2.07
37.21,0.26,51.08,20.88,34.20,2.27
38.62,1.60,52.95,21.31,36.07,2.69
39.67,3.24,54.52,21.98,37.64,3.36
38.68,1.62,56.42,22.65,39.54,4.02
43.54,3.28,57.59,23.70,40.71,5.07
46.03,6.53,57.97,25.14,41.10,6.50
45.42,8.35,58.00,26.45,41.15,7.81
44.12,9.68,57.75,27.85,40.90,9.21
44.60,13.20,57.08,29.51,40.25,10.88
44.44,13.92,56.60,31.10,39.78,12.48
43.22,14.87,55.66,32.84,38.85,14.21
41.76,17.08,55.11,34.54,38.31,15.91
42.10,18.10,55.19,36.25,38.40,17.63
42.60,20.37,54.27,38.06,37.49,19.44
44.15,25.35,53.34,39.79,36.59,21.19
42.06,25.18,52.25,41.69,35.52,23.09
41.84,26.00,50.20,43.71,33.50,25.12
41.42,31.88,47.81,45.64,31.15,27.06
41.68,29.45,46.94,47.20,30.31,28.63
36.30,30.42,45.20,48.55,28.60,29.98
36.05,32.68,43.42,50.11,26.85,31.54
34.43,32.97,42.35,51.40,25.81,32.83
30.36,34.14,40.82,52.83,24.30,34.25
32.26,38.34,39.41,54.31,22.92,35.75
29.25,38.28,38.10,55.77,21.63,37.21
26.75,38.75,36.31,57.29,19.87,38.72
24.07,39.92,34.79,59.01,18.36,40.44
22.93,42.95,32.87,61.02,16.47,42.45
24.94,44.72,30.94,62.92,14.58,44.35
19.99,45.47,30.25,64.74,13.91,46.16
18.35,48.07,29.51,66.59,13.17,48.01
19.21,50.39,28.82,68.34,12.51,49.77
18.12,52.17,28.84,69.86,12.54,51.29
24.97,55.32,28.46,71.38,12.21,52.82
22.90,56.00,27.87,72.94,11.66,54.38
16.26,57.49,27.73,74.32,11.54,55.77
24.02,59.76,27.27,75.61,11.12,57.07
18.24,59.49,26.71,76.88,10.59,58.34
18.10,60.09,26.66,77.91,10.56,59.37
23.76,63.24,26.30,79.00,10.25,60.47
18.68,63.63,25.81,79.99,9.79,61.47
26.25,66.66,25.55,80.69,9.59,62.19
21.33,66.20,25.12,81.24,9.21,62.75
21.31,67.03,25.06,81.64,9.19,63.16
21.07,67.33,25.09,81.95,9.26,63.49
16.70,66.74,25.05,81.91,9.25,63.46
14.58,66.34,25.24,81.14,9.45,62.70
20.32,66.44,25.45,79.83,9.70,61.41
22.09,65.69,25.34,78.13,9.64,59.74
20.07,64.07,25.47,76.01,9.80,57.64
17.71,60.12,25.83,73.77,10.19,55.42
16.88,56.84,25.73,71.43,10.11,53.09
12.94,53.88,25.51,68.78,9.89,50.45
7.19,50.10,25.09,65.90,9.46,47.57
6.32,47.58,24.54,62.83,8.89,44.52
7.83,42.01,23.56,59.65,7.91,41.34
3.01,39.87,22.79,56.32,7.11,38.01
7.18,35.71,22.01,53.24,6.34,34.93
7.01,32.81,21.42,50.17,5.75,31.87
4.44,30.70,21.50,47.14,5.81,28.85
2.35,25.49,21.45,44.36,5.75,26.06
2.88,22.32,20.99,41.77,5.27,23.46
3.57,20.47,19.98,39.08,4.25,20.77
0.02,17.43,18.90,36.39,3.15,18.08
-2.09,15.58,18.32,33.61,2.55,15.30
-0.61,12.73,17.82,30.95,2.03,12.64
1.16,9.58,17.59,28.13,1.80,9.81
1.71,6.39,17.02,25.92,1.22,7.60
-1.17,4.88,16.66,23.95,0.85,5.62
-1.71,1.30,16.23,21.79,0.41,3.45
0.24,-0.32,15.68,19.69,-0.15,1.35
-1.78,-2.45,14.76,17.53,-1.08,-0.82
-3.00,-4.30,13.77,15.32,-2.08,-3.04
-4.01,-7.77,13.47,13.35,-2.39,-5.02
-6.62,-8.28,13.56,11.77,-2.32,-6.61
-3.06,-9.80,13.59,10.19,-2.30,-8.19
-5.98,-12.45,12.77,8.51,-3.13,-9.89
-6.12,-13.10,11.78,6.93,-4.14,-11.47
-3.23,-14.32,11.32,4.74,-4.60,-13.67
-6.79,-17.77,10.21,2.52,-5.72,-15.90
-8.43,-19.03,9.53,0.71,-6.42,-17.72
-7.98,-23.88,9.03,-1.21,-6.92,-19.66
-9.77,-23.60,7.97,-3.39,-7.99,-21.85
-11.99,-24.39,7.22,-5.33,-8.76,-23.79
-14.04,-29.20,6.45,-7.03,-9.56,-25.50
-12.20,-30.33,5.87,-8.46,-10.15,-26.95
-14.44,-29.80,5.06,-10.19,-10.98,-28.69
-15.07,-33.32,4.43,-11.76,-11.63,-30.27
-17.22,-35.54,4.06,-13.04,-12.02,-31.57
-18.42,-36.32,2.92,-14.50,-13.19,-33.04
-19.23,-36.34,2.14,-15.92,-14.00,-34.47
-20.01,-39.17,1.97,-16.96,-14.19,-35.53
-20.63,-40.44,1.63,-17.98,-14.57,-36.57
-22.06,-41.22,1.37,-19.04,-14.86,-37.64
-21.11,-42.22,1.39,-20.03,-14.87,-38.64
-23.97,-42.56,1.26,-20.91,-15.04,-39.54
-25.20,-43.43,0.93,-21.64,-15.41,-40.28
-24.29,-43.05,0.87,-21.82,-15.52,-40.47
-21.75,-44.14,0.76,-21.10,-15.66,-39.78
-27.68,-40.19,0.64,-19.62,-15.83,-38.30
-23.94,-40.27,0.53,-17.86,-15.97,-36.56
-17.60,-37.61,0.61,-15.88,-15.91,-34.59
-21.61,-36.72,-0.89,-13.37,-17.43,-32.10
-24.41,-34.34,-2.37,-10.59,-18.94,-29.34
-23.69,-31.56,-2.85,-8.01,-19.44,-26.79
-25.79,-30.02,-3.54,-5.35,-20.15,-24.15
-23.30,-27.98,-4.71,-2.89,-21.35,-21.71
-29.74,-27.50,-6.28,-0.71,-22.94,-19.57
-25.54,-22.87,-7.75,0.96,-24.42,-17.92
-31.12,-22.95,-9.72,2.35,-26.42,-16.56
-29.66,-20.90,-11.47,3.88,-28.18,-15.05
-32.07,-17.34,-12.94,5.84,-29.66,-13.11
-32.91,-16.56,-15.44,7.49,-32.18,-11.49
-35.78,-15.33,-17.03,9.08,-33.77,-9.92
-38.30,-12.88,-19.06,10.28,-35.82,-8.74
-41.02,-12.25,-22.65,12.06,-39.42,-6.98
-46.06,-11.41,-24.37,13.37,-41.16,-5.69
-45.86,-8.55,-26.45,14.59,-43.26,-4.49
-47.40,-7.19,-28.24,15.40,-45.07,-3.69
-50.22,-7.65,-29.68,16.17,-46.53,-2.95
-51.27,-4.87,-32.14,17.15,-49.00,-1.98
-52.78,-3.79,-34.51,18.02,-51.39,-1.12
-56.99,-3.65,-36.05,18.70,-52.95,-0.46
-56.07,-0.86,-37.58,19.39,-54.49,0.23
-58.56,-1.61,-39.84,20.27,-56.76,1.09
-64.10,5.07,-42.11,20.78,-59.06,1.62
-63.70,2.21,-43.86,21.32,-60.82,2.16
-65.89,2.93,-44.73,21.76,-61.72,2.60
-67.96,3.97,-45.39,21.85,-62.40,2.69
